DATES;OR FP Equity;DG FP Equity;ASML NA Equity;SAN SQ Equity;PHIA NA Equity;FP FP Equity;AI FP Equity;CS FP Equity;BNP FP Equity;BN FP Equity;EL FP Equity;VIV FP Equity;MC FP Equity;KER FP Equity;AMS SQ Equity;SAF FP Equity;AD NA Equity;IBE SQ Equity;UNA NA Equity;INGA NA Equity;LIN GY Equity;PRX NA Equity;ITX SQ Equity;KNEBV FH Equity;ISP IM Equity;ENI IM Equity;ENGI FP Equity;ABI BB Equity;ADYEN NA Equity;SAN FP Equity;ENEL IM Equity;NOKIA FH Equity;SU FP Equity;ALV GY Equity;AIR FP Equity;BAYN GY Equity;BMW GY Equity;CRH ID Equity;BAS GY Equity;SIE GY Equity;VOW3 GY Equity;MUV2 GY Equity;SAP GY Equity;RI FP Equity;ADS GY Equity;DTE GY Equity;DPW GY Equity;DAI GY Equity;DB1 GY Equity;VNA GY Equity
08/07/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
09/07/2012;91,79;35,925;39,745;4,736805696;15,2800443;35,94;64,92444453;9,9;29,185;49,36;72,6;14,895;106,9756449;102,5275788;15,96;28,175;11,11330722;3,268;26,875;5,056;#N/A;#N/A;15,788;24,325;1,03;16,92;18;62,52;#N/A;60,11;2,436;1,486;42,735;78,01;28,515;56,20166545;56,39;14,805;55,46;58,27477716;130,8;111,4;44,71;83,02;57,35;8,543;14,04;35,3;42,46;#N/A
10/07/2012;93,44;36,23;43,15;4,714183908;15,48096855;35,96;64,05361395;9,978;29,51;49,99;73,18;14,925;108,5527922;103,8086017;16,1;29;11,15359368;3,281;26,255;5,096;#N/A;#N/A;15,988;24,85;1,02;16,92;17,81;64;#N/A;60,39;2,434;1,44;43,13;78,49;28,235;56,49689395;57,25;14,925;55,38;58,7221001;133,15;112,2;45,35;83,75;58,3;8,581;14,28;35,61;42,86;#N/A
11/07/2012;91,66;35,295;42;4,795819056;15,58878157;36,04;64,28046897;10,06;29,94;49,42;73,25;14,875;105,1281296;100,1942872;16,07;28,29;11,13057285;3,34;26,515;5,217;#N/A;#N/A;16,16;25;1,042;16,97;17,975;63,05;#N/A;60,22;2,444;1,5;42,625;78,3;26,92;56,5067349;56,69;15,175;54,97;58,91506294;132,45;113,45;46,27;82,27;57,29;8,725;14,135;35,32;42,575;#N/A
12/07/2012;90,42;34,95;41,54;4,70139768;15,76030227;35,63;64,16338251;9,972;29,65;49,52;71,72;15,235;103,4608596;97,95249722;16,15;27,965;10,92108327;3,146;26,29;5,277;#N/A;#N/A;15,9;24,675;1,024;16,85;17,68;63;#N/A;60,33;2,366;1,548;41,985;77,73;26,79;56,0540512;55,84;15,075;54,66;58,45019792;133,7;112,35;47,5;82,5;56,46;8,683;13,98;35,23;41,805;#N/A
13/07/2012;91,67;35,16;41,56;4,587305184;15,78970582;36,035;64,90249081;10,06;29,77;49,83;72,2;15,77;107,110829;99,96553313;16,19;28,3;11,00395826;3,191;26,645;5,291;#N/A;#N/A;16,158;24,4;1,022;16,89;18,035;63;#N/A;60,74;2,392;1,51;42,79;79,06;27,215;57,3727385;57,77;15,035;55,96;59,66937221;137,1;114,1;48,9;83,23;57,91;9,178;14,34;36,395;42,115;#N/A
14/07/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
15/07/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
16/07/2012;92,09;35,13;41,705;4,434854004;15,9171212;36,01;64,72686112;10,01;29,5;49,695;71,89;15,795;106,6151541;98,68451028;16,28;28,42;11,16740618;3,079;26,79;5,348;#N/A;#N/A;16,102;24,59;1,008;16,71;17,97;63,04;#N/A;60,95;2,378;1,52;43,2;79,5;27,53;56,65434915;57,5;15,49;56,25;59,87987713;136,8;114,7;49,03;83,25;57,69;9,139;14,67;36,565;41,295;#N/A
17/07/2012;93,85;34,92;41,42;4,44075534;15,94162415;35,865;64,98298776;10,02;29,44;50,18;71,95;15,6;106,5250314;99,55377578;16,25;28,365;11,15474472;3,149;26,74;5,28;#N/A;#N/A;16,164;25;0,977;16,49;17,94;62,94;#N/A;60,94;2,362;1,4;43,345;79,58;27,06;57,24480615;57,62;15,29;56,91;59,87110609;137,4;113,2;49,05;83,73;58,21;9,181;14,38;36,57;41,11;#N/A
18/07/2012;95,82;35,575;44,23;4,441738896;16,01513303;36,54;66,30021048;10,155;29,845;50,73;72,36;15,855;108,5978535;100,8347986;16,58;28,88;11,27445305;3,14;26,965;5,357;#N/A;#N/A;16,298;25,075;0,9965;16,82;18,12;63,48;#N/A;63,15;2,332;1,371;44;80,8;27,37;58,1206507;58,84;15,46;57,46;60,69558367;137,75;115,95;50,48;84,05;58,35;9,378;14,775;37,5;41,635;#N/A
19/07/2012;96,94;35,81;45,41;4,446656676;16,10334367;36,665;66,90027861;10,155;30,205;50,86;73,87;15,665;111,2564732;102,9393362;16,94;29,365;11,32049472;3,126;27,165;5,374;#N/A;#N/A;16,598;25,275;1,003;16,82;18,215;64,87;#N/A;63,21;2,32;1,535;44,2;81,03;27,64;58,8291991;59,66;15,35;58,61;61,50251918;139,5;116,7;51;86,78;60,19;9,485;14,935;38,055;42,41;#N/A
20/07/2012;96,13;34,69;45,58;4,12109964;15,89261824;36,055;65,90504367;9,717;28,515;50,5;72,88;15,115;109,048467;101,6125625;16,275;28,505;11,08107806;2,908;27,05;5,19;#N/A;#N/A;16,014;25,5;0,9375;16,29;17,56;63,9;#N/A;62,35;2,222;1,422;43,2;79,86;28,71;57,6089213;58,28;15,16;58,01;60,68681263;137,55;115,25;50,58;86,5;59,91;9,09;14,65;37,525;41,17;#N/A
21/07/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
22/07/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
23/07/2012;94,12;32,88;45,315;4,16044188;16,69141465;35,39;64,62441046;9,19;26,955;48,865;68,96;14,72;106,9756449;98,86751354;15,775;27,19;10,8197916;2,825;26,56;4,805;#N/A;#N/A;15,928;25,075;0,921;15,67;17,135;63,06;#N/A;61,43;2,132;1,42;41,495;75,9;27,93;56,0343693;56,64;14,68;56,24;58,99400228;133,4;109,55;49,055;84,35;58,37;8,909;14,145;36,44;40,16;#N/A
24/07/2012;93,52;32,46;45,2;3,971599128;16,6620111;34,83;63,67308294;8,903;26,46;48;68,75;14,5;107,246013;98,27275293;15,79;27,045;10,89000514;2,665;26,87;4,697;#N/A;#N/A;15,58;25,325;0,879;15,25;16,77;63,33;#N/A;61,1;2,034;1,47;41,85;74,16;28,445;55,6604132;55,18;14,69;55,99;58,76595529;132;108,35;50,77;84,92;59,03;8,83;13,96;36,13;40;#N/A
25/07/2012;93,23;32,525;45,22;4,0079907;17,15697085;34,83;63,43891001;8,924;26,56;46,955;68,34;14,6;108,6429149;99,3250217;16,53;26,655;10,8474166;2,654;26,455;4,778;#N/A;#N/A;16,018;25,25;0,8915;15,25;16,75;63,11;#N/A;61,66;2,06;1,504;41,905;74,2;27,895;56,14261975;55,89;14,66;56,16;59,04662851;133,65;109,4;50,44;85,41;58,91;8,808;14,05;37,615;40;#N/A
26/07/2012;97,31;34,295;46,195;4,43583756;17,53921698;36,12;66,62219826;9,449;28,835;47,545;70,95;15,22;112,5632523;103,6255984;17,065;27,2;11,07302076;2,83;27,88;5,051;#N/A;#N/A;16,368;25,275;0,97;16,13;17,445;65,19;#N/A;63,75;2,18;1,603;44,47;77,54;28,21;58,76031245;57,5;14,75;57,76;58,34494546;133,55;114,4;51,41;87,63;60,32;9,178;14,49;38,245;41,055;#N/A
27/07/2012;99,54;34,56;46,95;4,70139768;17,46570811;37,35;67,10517993;9,794;30,185;49,35;71,37;15,42;112,1126388;110,4882208;17,195;27,75;11,19503118;2,931;27,93;5,193;#N/A;#N/A;16,62;25,5;0,9905;16,63;17,96;65,45;#N/A;65,2;2,244;1,742;45,7;79,68;29,805;60,01995405;59,15;15,27;58,94;58,67824491;134,1;115,05;52,22;87,72;60,98;9,26;14,665;39,325;40,25;#N/A
28/07/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
29/07/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
30/07/2012;98,9;35,465;48,135;4,892207544;17,54411757;37,45;66,95882185;10;31,185;50,15;71,7;15,685;112,1577002;112,6385092;17,18;28,2;11,33776035;2,985;28,26;5,409;#N/A;#N/A;17,31;25,5;1,056;16,87;18,27;66,28;#N/A;65,6;2,322;1,793;47,315;81,11;29,715;60,17740925;60,43;15,65;60,24;60,64295744;137,6;115,75;52,3;88,48;61,67;9,198;14,71;40,09;40,96;#N/A
31/07/2012;97,62;34,55;47,22;4,8686022;17,52451521;37,605;66,57829084;9,95;30,17;49,48;70,84;15,46;110,4453689;111,6319912;17,585;27,595;11,38955722;2,95;28,31;5,381;#N/A;#N/A;16,766;25,25;1,033;16,84;18,185;64,17;#N/A;66,47;2,326;1,95;46,03;81,09;29,26;60,92532145;60,77;14,945;59,48;60,60787329;139;115,6;51,86;87,51;61,11;9,177;14,64;40,71;40,465;#N/A
01/08/2012;98,62;33,78;46,55;4,880404872;17,77934597;37,995;67,22226639;10,07;30,705;50,05;70,27;15,8;111,2114118;112,3182535;17,55;27,92;11,33776035;2,914;28,45;5,309;#N/A;#N/A;16,606;24,965;1,038;16,8;18,29;65,64;#N/A;66,55;2,318;2,07;48,185;81,43;31,005;61,2697547;58,99;14,775;59,08;60,72189679;138,2;116,5;51,56;88,46;60,9;9,207;14,68;40,16;40,54;#N/A
02/08/2012;98;32,045;45,765;4,55386428;17,73034005;37,34;65,67087074;9,699;29,45;48,425;68,66;14,97;109,5892032;110,945729;17,195;26,97;11,32624993;2,715;28,465;5,04;#N/A;#N/A;16,258;24,715;0,938;16,49;18,21;65,26;#N/A;65,37;2,182;1,895;46,5;78,62;30,28;59,636157;56,46;14,725;57,75;59,9412744;135,9;113,5;51,26;87,1;59,1;9,027;15,015;39,015;39,945;#N/A
03/08/2012;100,75;33,78;47,135;4,90794444;17,96066785;38,925;68,54680702;10,19;32;49,66;69,23;15,585;115,5373014;113,5535255;17,95;28,12;11,4275416;2,874;28,73;5,383;#N/A;#N/A;17,142;25,325;1,056;17,64;19,11;66,39;#N/A;67,82;2,318;1,958;49,88;83,07;31,2;61,997985;58,12;14,89;59,71;63,63388144;141,7;117,35;52,59;88,24;61,11;9,35;15,475;40,435;40,185;#N/A
04/08/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
05/08/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
06/08/2012;101,6;34,395;45,415;5,10465564;17,90676135;38,9;68,21750134;10,475;33,2;49,46;69,52;15,52;117,3397554;115,2463057;18,45;28,585;11,56796868;3,105;28,695;5,579;#N/A;#N/A;17,796;25,425;1,096;17,7;19,4;66;#N/A;66,96;2,378;1,982;51,3;84,7;30,8;61,37800515;59,5;15,44;60,38;64,33556448;144,05;117,6;52,9;88,62;61,54;9,285;15,545;41,12;41,21;#N/A
07/08/2012;101,5;35,275;46,715;5,2620246;18,18119447;39,755;69,62985682;10,88;33,63;49,545;69,14;15,825;119,1872708;116,3900761;17,44;28,65;11,67731764;3,185;28,575;5,753;#N/A;#N/A;18,12;25,65;1,116;18,02;19,74;66,63;#N/A;68,19;2,456;2,182;51,2;85,93;30,7;62,02750785;60,51;15,65;61,21;64,68640601;147,9;118,2;52,38;88,35;61,46;9,4;15,37;41,805;41,075;#N/A
08/08/2012;100,5;35;46,305;5,255139708;18,08318264;39,895;70,17869962;11,025;33,83;49,97;68,83;15,785;117,6551849;116,3443253;16,295;28,5;11,7233593;3,151;28,005;5,68;#N/A;#N/A;17,7;25,65;1,125;18,06;19,7;66,6;#N/A;67,05;2,46;2,14;49,165;86,38;30,25;62,1160764;60,22;15,665;60,94;64,94953715;146,35;118,6;52,55;88,26;61,56;9,39;15,39;41,56;40,91;#N/A
09/08/2012;102,5;35,095;47;5,221698804;18,18119447;40;70,45677997;11,245;34,02;50,06;68,56;15,745;120,8996021;116,8933351;16,58;28,575;11,68882805;3,098;28,22;5,818;#N/A;#N/A;17,5;25,9;1,121;17,9;19,425;66,44;#N/A;67,71;2,462;2,278;49,5;86,56;30,615;61,997985;60,17;15,915;60,99;64,85305573;148,35;119,35;52,59;88,79;61,24;9,205;15,405;41,345;41,19;#N/A
10/08/2012;100,55;34,85;46,77;5,20301124;18,15179092;39,96;69,46154502;11,23;33,675;49,045;68,19;15,63;121,3502156;116,8475843;16,415;28,505;11,70609368;3,05;29,985;5,839;#N/A;#N/A;17,188;25,5;1,093;17,85;19,31;65,85;#N/A;67,2;2,448;2,32;49,155;86,55;30,695;61,65355175;59,9;15,89;60,93;65,05478961;147,85;119;51,65;87,65;61,41;9,204;15,425;41,365;41,345;#N/A
11/08/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
12/08/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
13/08/2012;100,5;34,68;46,095;5,244320592;17,91656253;39,755;69,09564982;11,26;33,75;48,63;67,8;15,655;121,1249088;116,7560826;16,715;28,23;11,76364576;3,051;28,025;5,817;#N/A;#N/A;17,294;25,4;1,102;17,75;19,35;65,42;#N/A;67,24;2,456;2,18;48,955;86,59;30,365;61,2500728;59,08;15,51;60,51;64,80920054;145,9;119,1;51,79;87,98;61,25;9,186;15,33;40,83;41,34;#N/A
14/08/2012;100,95;35,165;46,8;5,30136684;18,09298382;40;69,89330136;11,365;33,81;48,905;68,83;15,75;120,9897248;116,9848367;17;28,52;11,85572909;3,064;28,055;5,814;#N/A;#N/A;17,094;25,475;1,111;17,9;19,595;65,54;#N/A;67,87;2,476;2,008;49,685;87,06;30,27;62,51955535;59,13;14,68;61,26;64,914453;146,65;120,5;52,35;88,46;61,91;9,35;15,605;41,145;41,88;#N/A
15/08/2012;100,9;34,75;46,965;5,308251732;18,34291399;40,03;69,90061927;11,38;33,8;49,2;69;15,71;119,863191;116,3443253;17,22;28,44;11,97083326;3,051;28,14;5,754;#N/A;#N/A;17,026;25,325;#N/A;#N/A;19,725;65,92;#N/A;68,53;#N/A;2,076;49,41;86,44;30,405;62,16528115;58,98;14,31;61,21;64,84428469;144,95;119,35;52,07;87,75;62,15;9,28;15,65;40,745;41,555;#N/A
16/08/2012;100,85;34,9;46,42;5,51774916;18,27430571;40,25;70,37628303;11,52;34,525;49,755;68,89;15,93;119,863191;117,5795973;17,05;28,48;12,06291659;3,26;27,855;5,827;#N/A;#N/A;17,3;25,425;1,162;17,87;19,95;65,69;#N/A;68,05;2,54;2,2;50,34;87,17;30,11;62,194804;59,95;14,235;61,52;65,04601857;145;119,5;51,94;87,32;62,39;9,452;15,88;40,75;41,685;#N/A
17/08/2012;100,7;35,395;46,955;5,624956764;18,48503114;40,38;70,3250577;11,57;35;49,52;68;16,03;120,2236818;117,8083514;17,08;28,425;12,1377343;3,35;27,905;5,914;#N/A;#N/A;17,412;25,45;1,174;17,92;20,04;65,81;#N/A;66,55;2,574;2,244;51,26;87,6;30,25;61,63386985;61,46;14,68;62,05;65,45825736;146,35;119,55;51,99;86,29;63;9,456;15,95;41,815;42,345;#N/A
18/08/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
19/08/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
20/08/2012;101,3;35,375;46,9;5,54725584;18,46052819;40,45;70,54459482;11,425;34,385;49,91;68,15;15,9;120,4489886;116,7103318;16,87;27,97;12,01687492;3,344;27,855;5,806;#N/A;#N/A;17,242;25,3;1,179;17,81;20,17;66,16;#N/A;67,1;2,566;2,246;51,47;87,73;30,32;61,75196125;61,22;14,415;62,3;65,54596774;145,95;118,6;52,46;86,85;63;9,489;15,705;41,9;42,26;#N/A
21/08/2012;101,9;35,745;47,3;5,61610476;18,45562759;40,45;71,50324025;11,78;35,225;50,77;69,38;15,865;120,764418;117,3050924;17,045;28,28;12,09744784;3,336;28;5,971;#N/A;#N/A;17,894;25,35;1,239;18,01;20,23;65,67;#N/A;67,01;2,6;2,276;51,96;88,32;30,715;61,604347;61,64;14,81;63,04;66,30027702;147,05;119,3;52,86;87,26;63,07;9,475;15,635;42,175;42,015;#N/A
22/08/2012;99,79;35,09;46,74;5,459719356;18,14198974;39,805;69,82744023;11,8;35,015;50,46;67,51;15,575;119,6378843;116,7560826;17,04;28,19;12,01111972;3,204;27,63;5,891;#N/A;#N/A;17,406;24,81;1,247;17,7;19,84;65,05;#N/A;65,55;2,558;2,318;50,36;88,21;30,64;60,45295585;61,39;14,26;62,32;65,5810519;147;117,9;51,97;86,67;61,68;9,432;15,54;41,71;41,62;#N/A
23/08/2012;99,45;34,77;46,11;5,500045152;18,09788441;39,38;69,67376424;11,645;34,775;50,33;67,96;15,805;118,4212278;115,5665614;17,2;27,585;11,5852343;3,117;27,4;5,82;#N/A;#N/A;17,228;24,6;1,207;17,52;19,63;64,17;#N/A;64,7;2,528;2,392;49,8;87,51;29,92;59,7345665;60,81;14,225;61,68;65,00216338;145,8;116,5;51,38;86,44;61,68;9,359;15,3;41,19;41,515;#N/A
24/08/2012;100,15;34,845;46,15;5,464637136;17,85285484;39,385;70,28846818;11,595;34,18;51,01;68,97;15,62;118,8718413;115,3835581;17,3;27,4;11,64278639;3,121;27,68;5,739;#N/A;#N/A;17,436;24,53;1,19;17,41;19,765;65,4;#N/A;65,35;2,558;2,492;49,8;87,36;29,6;60,4824787;60,05;14,29;62,13;65,37931802;142,6;116,85;51,69;87,57;62,16;9,464;15,325;40,98;41,38;#N/A
25/08/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
26/08/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
27/08/2012;101,15;35,275;46,3;5,52266694;18,10278501;39,6;70,98366906;11,665;34,9;51,29;69,44;15,65;120,3138045;115,6123122;17,395;27,545;11,68882805;3,18;27,88;5,844;#N/A;#N/A;17,694;24,71;1,226;17,5;19,99;66;#N/A;65,69;2,562;2,684;50,41;87,92;29,63;61,24023185;60,77;14,49;62,82;66,0196038;144,2;117,3;52,54;87,79;62,47;9,575;15,505;41,56;41,545;#N/A
28/08/2012;101;34,665;44,67;5,47840692;18,06358027;39,24;69,4103197;11,63;34,53;50,69;68,84;15,5;119,3224548;115,2463057;17,45;27,69;11,42178639;3,169;27,785;5,78;#N/A;#N/A;17,414;24,4;1,221;17,47;19,765;66,56;#N/A;65,34;2,57;2,474;49,445;87,68;29,775;60,64977485;60,53;14,425;62,45;65,78278577;144,05;116,85;51,78;88;62,06;9,524;15,35;41,435;40,8;#N/A
29/08/2012;96,58;34,59;45,475;5,39480466;18,13218856;39,425;69,73962538;11,58;34,305;49,99;68,85;15,11;118,961964;115,2920565;17,82;27,93;11,5161718;3,129;27,745;5,762;#N/A;#N/A;17,418;24,3;1,212;17,5;19,5;66,72;#N/A;65,41;2,556;2,27;49,57;87,02;30,345;61,06309475;60,21;14,285;62,52;65,82664096;144,85;116,95;52,04;87,78;62,39;9,516;15,525;41,34;40,95;#N/A
30/08/2012;95,72;34,2;44,9;5,260057488;17,72543946;39,17;68,47362798;11,345;33,84;49,49;70,59;15,605;116,4385284;114,0567845;17,615;27,945;11,44826035;3,072;27,775;5,913;#N/A;#N/A;17,324;24,325;1,201;17,34;19,295;66,5;#N/A;64,59;2,544;2,236;48,91;85,8;30,18;60,21677305;57,35;13,975;61,22;65,47579944;139,1;116;51,52;85,66;61,42;9,367;15,27;39,055;40,735;#N/A
31/08/2012;97,74;34,59;45,035;5,57676252;17,91656253;39,705;68,45899217;11,51;34,555;49,55;69,39;15,59;116,9792646;113,6450271;17,76;27,855;11,31473951;3,154;27,735;6,082;#N/A;#N/A;17,682;24,325;1,25;17,62;19,575;66,78;#N/A;65,05;2,62;2,26;50,21;87,27;30,32;60,68913865;57,66;14,025;61,81;66,15116937;140,4;117,7;52,41;85,67;62,21;9,485;15,445;39;40,93;#N/A
01/09/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
02/09/2012;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
