#NAME?;OR FP Equity;DG FP Equity;URW NA Equity;FP FP Equity;DSY FP Equity;AI FP Equity;CS FP Equity;BNP FP Equity;BN FP Equity;CAP FP Equity;CA FP Equity;SGO FP Equity;VIV FP Equity;EL FP Equity;MC FP Equity;ML FP Equity;KER FP Equity;UG FP Equity;PUB FP Equity;RNO FP Equity;SAF FP Equity;HO FP Equity;TEP FP Equity;RMS FP Equity;ENGI FP Equity;ORA FP Equity;MT NA Equity;EN FP Equity;ALO FP Equity;VIE FP Equity;SAN FP Equity;GLE FP Equity;SU FP Equity;AIR FP Equity;LR FP Equity;ACA FP Equity;ATO FP Equity;RI FP Equity;STM FP Equity
DATES;px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d');px_last(start='-10y',end='0d')
;-35,16475781;-14,54450391;27,95360156;6,658628906;-22,10624414;-6,058995784;0,925128906;6,131314453;-5,482671876;-12,51371094;4,541867022;0,304208984;-0,183169046;-8,976597657;-72,47077196;-6,80625;-91,47877886;-4,323008726;6,002501954;0,071157422;-14,87794726;-20,28527148;-41,03073829;-132,5744141;3,193502344;-1,312780859;2,568567229;-4,291013672;-3,869470703;-3,019873047;14,46713477;7,628680859;-1,11603125;-11,87627539;-4,098128907;2,132099219;-10,84320806;-16,35132031;-4,376667188
;-34,46475781;-14,60450391;27,25360156;6,703628906;-22,53624414;-6,034846676;0,960128906;5,831314453;-5,532671876;-13,07371094;4,531867022;0,214208984;-0,203169046;-7,966597657;-73,55224436;-6,69625;-93,523786;-4,398008726;5,242501954;-0,098842578;-15,46794726;-20,23027148;-40,94573829;-131,5244141;3,363502344;-1,227780859;2,463882818;-4,251013672;-3,899470703;-2,704873047;14,76713477;7,478680859;-1,39603125;-12,04627539;-4,323128907;2,012099219;-11,05493779;-16,20132031;-4,644667188
;-34,06475781;-14,30450391;27,45360156;6,793628906;-22,28624414;-6,236089238;1,045128906;5,481314453;-5,732671876;-12,95371094;4,426867022;-0,320791016;-0,198169046;-7,776597657;-75,35469836;-8,58625;-96,26595466;-4,593008726;3,292501954;-0,408842578;-15,68794726;-20,42027148;-41,32573829;-130,6744141;3,278502344;-1,262780859;1,789249951;-4,341013672;-3,869470703;-2,784873047;14,87713477;6,943680859;-2,10603125;-12,26127539;-4,578128907;1,947099219;-11,34228528;-16,45132031;-4,892667188
;-36,21475781;-15,20950391;25,20360156;5,423628906;-22,84624414;-7,797731519;0,765128906;4,541314453;-6,382671876;-14,83371094;3,871867022;-1,465791016;-0,438169046;-8,516597657;-76,88678426;-11,36625;-98,26448437;-4,738008726;2,292501954;-1,478842578;-16,33794726;-21,72527148;-42,68573829;-133,2244141;2,783502344;-1,402780859;1,649670737;-4,956013672;-4,269470703;-3,149873047;13,41713477;6,278680859;-3,34603125;-13,92627539;-5,778128907;1,772099219;-12,51436056;-18,04132031;-4,885667188
;-34,36475781;-14,36950391;27,20360156;6,833628906;-22,72624414;-6,920313949;0,865128906;5,081314453;-5,632671876;-15,58371094;4,016867022;-0,830791016;-0,283169046;-7,756597657;-75,12939161;-10,65625;-96,17299979;-4,543008726;1,992501954;-0,918842578;-16,38294726;-22,82527148;-42,44073829;-131,6244141;2,998502344;-1,207780859;1,521723124;-5,041013672;-4,284470703;-3,139873047;14,92713477;7,018680859;-2,70603125;-13,88627539;-5,418128907;1,882099219;-12,86976403;-17,81132031;-4,853667188
;-36,21475781;-14,92950391;23,05360156;6,233628906;-23,64624414;-8,747596412;0,660128906;4,491314453;-7,122671876;-15,55371094;3,261867022;-1,745791016;-0,623169046;-8,686597657;-76,84172291;-12,09625;-98,40391667;-4,688008726;2,212501954;-0,728842578;-16,61794726;-23,35027148;-42,35073829;-137,0244141;2,873502344;-1,307780859;1,07972228;-5,336013672;-4,444470703;-3,314873047;13,09713477;6,573680859;-3,79603125;-12,84627539;-7,243128907;1,767099219;-13,74693005;-19,15132031;-4,901667188
;-35,26475781;-14,34950391;25,20360156;7,393628906;-23,41624414;-8,795894627;0,880128906;4,661314453;-6,872671876;-14,93371094;3,276867022;-1,330791016;-0,513169046;-9,246597657;-76,79666156;-11,83625;-96,26595466;-4,508008726;2,242501954;-0,598842578;-15,81794726;-22,85527148;-42,01573829;-139,7244141;3,108502344;-1,267780859;1,068090679;-5,376013672;-4,574470703;-3,304873047;14,41713477;6,763680859;-3,53603125;-12,08627539;-6,783128907;1,902099219;-13,81498603;-18,14132031;-4,825667188
;-35,71475781;-15,34950391;23,90360156;6,973628906;-23,11624414;-9,109833023;0,490128906;3,911314453;-6,952671876;-14,74371094;3,041867022;-1,495791016;-0,613169046;-9,836597657;-78,59911556;-11,69625;-96,54481927;-4,528008726;2,302501954;-0,628842578;-16,08794726;-22,63027148;-41,85573829;-140,9744141;3,013502344;-1,242780859;0,835458656;-5,801013672;-4,684470703;-3,264873047;13,61713477;6,088680859;-4,31603125;-12,87127539;-7,098128907;1,767099219;-13,71668294;-19,09132031;-4,798667188
;-34,41475781;-14,73450391;26,65360156;8,113628906;-23,99624414;-8,055321999;0,575128906;4,351314453;-6,152671876;-14,18371094;3,181867022;-1,095791016;-0,533169046;-8,296597657;-78,73429961;-11,74625;-96,91663875;-4,638008726;2,662501954;-2,188842578;-14,95794726;-21,41027148;-41,06073829;-140,3744141;3,428502344;-0,922780859;0,847090257;-5,376013672;-4,604470703;-2,909873047;15,56713477;6,508680859;-3,41603125;-11,60627539;-6,708128907;1,952099219;-13,46714434;-17,68132031;-4,677667188
;-35,46475781;-15,11950391;24,90360156;7,373628906;-23,50624414;-9,037385701;0,435128906;4,181314453;-6,942671876;-15,13371094;2,461867022;-1,120791016;-0,933169046;-8,886597657;-79,95095606;-12,43625;-101,6108597;-4,698008726;2,472501954;-3,558842578;-15,57794726;-21,43527148;-41,04073829;-141,9744141;3,283502344;-1,412780859;0,230615395;-5,716013672;-4,784470703;-2,939873047;14,85713477;6,753680859;-3,97603125;-12,33627539;-7,168128907;1,797099219;-13,53520032;-17,91132031;-4,739667188
;-37,56475781;-16,01450391;20,80360156;4,848628906;-23,96624414;-10,62317709;-0,049871094;2,361314453;-7,562671876;-16,12371094;1,916867022;-2,795791016;-1,118169046;-10,52659766;-81,25773521;-14,17625;-105,0966673;-4,773008726;1,852501954;-5,218842578;-16,99794726;-22,28527148;-41,61073829;-140,4744141;2,793502344;-1,692780859;-0,804597108;-6,141013672;-5,119470703;-3,449873047;12,07713477;4,698680859;-5,44603125;-13,55627539;-7,993128907;1,402099219;-13,48982966;-19,87132031;-4,798667188
;-36,86475781;-15,39450391;21,70360156;5,173628906;-23,87624414;-10,24484107;0,190128906;2,771314453;-7,152671876;-16,44371094;2,081867022;-3,525791016;-0,978169046;-10,14659766;-79,50034256;-13,93625;-104,4924607;-4,403008726;1,572501954;-4,428842578;-16,35794726;-22,08527148;-41,04573829;-139,4744141;3,023502344;-1,512780859;-0,769702305;-5,961013672;-4,879470703;-3,274873047;12,90713477;5,638680859;-4,62603125;-11,84627539;-7,718128907;1,712099219;-13,51251499;-20,46132031;-4,662667188
;-36,16475781;-15,43950391;22,45360156;5,013628906;-23,97624414;-9,64916309;0,125128906;2,991314453;-7,332671876;-16,22371094;2,356867022;-3,155791016;-0,773169046;-9,856597657;-79,18491311;-13,62625;-104,0741637;-4,463008726;2,992501954;-4,578842578;-16,57794726;-21,67027148;-41,15573829;-137,3244141;2,968502344;-1,537780859;-0,630123091;-5,971013672;-4,994470703;-3,124873047;12,81713477;6,063680859;-5,36603125;-11,50127539;-7,863128907;1,597099219;-13,42933546;-19,83132031;-4,652667188
;-38,41475781;-16,22450391;18,35360156;3,883628906;-24,72624414;-9,802107437;-0,144871094;1,931314453;-8,112671876;-18,06371094;2,216867022;-4,115791016;-1,083169046;-11,65659766;-81,39291926;-14,43625;-105,0501899;-4,583008726;1,992501954;-4,368842578;-17,83294726;-22,16527148;-42,17573829;-139,4244141;2,583502344;-1,767780859;-0,641754692;-6,336013672;-5,244470703;-3,359873047;11,26713477;5,008680859;-6,15603125;-12,81627539;-8,688128907;1,407099219;-14,66946672;-21,20132031;-4,796667188
;-37,71475781;-17,28950391;17,40360156;3,398628906;-25,13124414;-10,72782322;-0,294871094;1,241314453;-7,992671876;-18,59371094;1,946867022;-4,785791016;-1,203169046;-11,48659766;-80,85218306;-16,33625;-103,4234797;-5,006008726;1,132501954;-4,898842578;-18,24794726;-22,96527148;-43,16073829;-141,1744141;2,568502344;-1,782780859;-1,479229976;-6,631013672;-5,284470703;-3,609873047;10,15713477;4,583680859;-7,10603125;-13,84627539;-8,888128907;1,257099219;-15,47857675;-20,72132031;-4,889667188
;-36,61475781;-17,46950391;16,85360156;2,953628906;-24,82624414;-9,995300296;-0,574871094;0,681314453;-8,122671876;-18,84371094;1,606867022;-4,930791016;-1,398169046;-10,77659766;-80,17626281;-16,67625;-105,2825771;-5,347008726;1,012501954;-4,888842578;-18,67794726;-24,32527148;-43,84073829;-141,1744141;2,358502344;-1,927780859;-1,479229976;-6,796013672;-5,499470703;-3,714873047;10,03713477;3,743680859;-7,13603125;-15,77627539;-9,148128907;0,992099219;-14,85851112;-20,72132031;-4,885667188
;-37,11475781;-18,65450391;16,05360156;1,263628906;-25,57124414;-11,55694258;-0,669871094;0,346314453;-8,362671876;-18,96371094;1,676867022;-5,680791016;-1,503169046;-11,88659766;-82,06883951;-17,65625;-107,8853134;-5,690008726;-0,027498046;-6,348842578;-18,97794726;-24,74027148;-43,94573829;-143,8744141;2,073502344;-2,022780859;-2,067788995;-6,501013672;-6,179470703;-3,804873047;9,077134765;2,878680859;-8,84603125;-15,98627539;-9,518128907;1,087099219;-15,59956517;-22,27132031;-5,219667188
;-37,61475781;-17,83950391;17,10360156;1,823628906;-26,30624414;-11,85478157;-0,654871094;0,346314453;-8,452671876;-19,17371094;1,296867022;-5,395791016;-1,583169046;-13,25659766;-81,52810331;-17,18625;-108,0247457;-5,817008726;-0,427498046;-6,358842578;-19,22294726;-24,90027148;-44,16573829;-145,4744141;1,653502344;-1,977780859;-1,576935426;-6,526013672;-6,269470703;-3,784873047;9,087134765;3,103680859;-8,23603125;-15,97127539;-9,388128907;1,102099219;-15,96253042;-22,73132031;-5,478667188
;-38,36475781;-17,09450391;15,95360156;1,433628906;-25,94624414;-11,07396043;-0,704871094;0,526314453;-8,662671876;-19,27371094;1,586867022;-4,785791016;-1,668169046;-14,01659766;-81,97871681;-15,98625;-109,9303206;-5,587008726;-0,267498046;-5,428842578;-19,41794726;-24,72527148;-43,45073829;-146,2244141;1,653502344;-1,647780859;-1,188439947;-5,401013672;-6,184470703;-3,874873047;9,007134765;3,148680859;-7,25603125;-15,52127539;-8,798128907;1,102099219;-15,28953235;-23,10132031;-5,372667188
;-40,86475781;-19,33450391;9,103601563;-0,581371094;-27,12624414;-13,43252325;-1,664871094;-1,713685547;-8,842671876;-21,01371094;0,811867022;-6,185791016;-2,058169046;-15,95659766;-82,15896221;-18,07625;-111,1852113;-6,075008726;-1,267498046;-7,588842578;-20,86294726;-26,09027148;-45,45573829;-144,7744141;0,673502344;-2,102780859;-2,435347591;-6,191013672;-6,644470703;-4,339873047;5,507134765;1,233680859;-9,48603125;-17,72627539;-10,05312891;0,497099219;-16,73383157;-23,80132031;-5,605667188
;-41,76475781;-18,41950391;9,803601563;-0,781371094;-27,03624414;-13,60156701;-1,994871094;-2,718685547;-8,682671876;-21,39371094;0,936867022;-5,935791016;-1,953169046;-16,22659766;-83,19537326;-16,73625;-111,789418;-6,124008726;-0,317498046;-7,158842578;-21,79294726;-26,08527148;-46,21073829;-144,7244141;0,503502344;-2,307780859;-2,046852113;-6,186013672;-5,684470703;-4,549873047;4,807134765;0,473680859;-8,85603125;-18,67627539;-9,403128907;0,382099219;-16,84725821;-24,12132031;-5,628667188
;-40,76475781;-16,93950391;12,25360156;0,818628906;-25,86124414;-11,73403603;-1,389871094;-1,168685547;-8,242671876;-19,88371094;1,866867022;-4,465791016;-1,608169046;-12,76659766;-81,88859411;-15,11625;-108,1177006;-5,518008726;1,502501954;-5,068842578;-20,83794726;-25,14527148;-44,60573829;-141,8744141;1,403502344;-2,177780859;-1,779325286;-5,666013672;-5,589470703;-4,074873047;7,257134765;2,283680859;-6,61603125;-17,46627539;-8,418128907;0,907099219;-15,95496864;-22,86132031;-5,503667188
;-40,61475781;-16,71450391;12,10360156;-0,396371094;-26,15624414;-12,82074587;-1,649871094;-1,103685547;-9,042671876;-21,65371094;1,281867022;-4,995791016;-1,653169046;-14,36659766;-82,11390086;-16,42625;-108,2571329;-5,615008726;0,052501954;-5,378842578;-21,27794726;-25,65027148;-45,12073829;-146,1744141;1,158502344;-2,027780859;-2,184105006;-5,676013672;-5,934470703;-4,099873047;6,437134765;2,258680859;-8,08603125;-17,75627539;-8,423128907;0,877099219;-17,02874083;-22,46132031;-5,555667188
;-39,26475781;-16,05450391;17,30360156;1,088628906;-26,09124414;-11,09005983;-1,229871094;0,121314453;-8,222671876;-20,57371094;1,651867022;-4,080791016;-1,288169046;-12,80659766;-80,67193766;-15,93625;-105,9332611;-5,425008726;1,572501954;-4,248842578;-20,07294726;-25,48027148;-43,38073829;-141,9744141;1,498502344;-1,912780859;-1,025597531;-5,361013672;-5,639470703;-3,799873047;7,487134765;3,593680859;-6,58603125;-16,56127539;-7,393128907;1,302099219;-16,00790107;-20,66132031;-5,435667188
;-39,21475781;-16,11950391;16,30360156;1,253628906;-26,00624414;-11,46034615;-1,239871094;0,306314453;-8,552671876;-19,18371094;1,676867022;-3,935791016;-1,223169046;-12,26659766;-80,22132416;-15,92625;-106,3050806;-5,323008726;1,842501954;-3,658842578;-19,80794726;-25,85527148;-42,90573829;-140,2744141;1,563502344;-1,912780859;-1,141913542;-5,246013672;-5,289470703;-3,664873047;9,437134765;3,848680859;-5,72603125;-16,21627539;-7,193128907;1,407099219;-15,37271189;-20,85132031;-5,302667188
;-39,36475781;-15,95450391;18,40360156;2,473628906;-27,93624414;-10,3172884;-0,969871094;1,036314453;-8,122671876;-19,15371094;1,701867022;-3,740791016;-0,968169046;-10,72659766;-78,86948366;-19,38625;-102,5868858;-5,349008726;0,292501954;-3,958842578;-17,49294726;-25,70027148;-42,75073829;-141,8744141;1,803502344;-1,407780859;-1,013965929;-4,791013672;-4,769470703;-3,559873047;10,90713477;4,693680859;-5,68603125;-15,89127539;-7,068128907;1,602099219;-15,6524976;-18,91132031;-5,291667188
;-40,41475781;-16,65450391;18,00360156;1,518628906;-26,49124414;-11,20275567;-1,019871094;1,336314453;-8,552671876;-19,80371094;1,366867022;-3,930791016;-1,008169046;-11,13659766;-79,13985176;-19,65625;-109,8838431;-5,593008726;-0,367498046;-4,388842578;-18,32294726;-25,58527148;-42,73073829;-144,5744141;1,743502344;-1,247780859;-0,874386715;-4,856013672;-4,604470703;-3,734873047;10,60713477;4,923680859;-6,32603125;-16,13627539;-7,733128907;1,727099219;-15,92472154;-19,48132031;-5,292667188
;-40,06475781;-17,21450391;16,65360156;1,098628906;-26,30124414;-10,52658066;-1,184871094;0,716314453;-8,402671876;-20,21371094;1,171867022;-4,650791016;-0,998169046;-10,81659766;-78,95960636;-20,29625;-109,2796365;-5,857008726;-0,137498046;-5,338842578;-18,66794726;-25,63027148;-42,72073829;-138,8244141;1,658502344;-1,207780859;-1,632767111;-5,016013672;-4,799470703;-3,809873047;9,407134765;3,853680859;-6,86603125;-16,66627539;-7,878128907;1,612099219;-16,54478717;-19,31132031;-5,371667188
;-38,01475781;-17,02450391;21,70360156;2,158628906;-25,48124414;-9,947002081;-0,914871094;1,356314453;-7,562671876;-19,52371094;1,881867022;-3,790791016;-0,663169046;-9,326597657;-77,65282721;-18,97625;-106,5374678;-5,770008726;0,872501954;-4,338842578;-17,43794726;-25,60027148;-42,30573829;-138,9244141;2,218502344;-0,792780859;-0,699912698;-4,566013672;-4,619470703;-3,589873047;0,537134765;4,518680859;-5,34603125;-16,01127539;-7,203128907;1,732099219;-15,82641845;-18,30132031;-5,237667188
;-37,76475781;-17,11950391;22,15360156;3,058628906;-24,90124414;-9,158131238;-1,044871094;0,301314453;-6,942671876;-19,35371094;1,861867022;-3,870791016;-0,628169046;-9,346597657;-76,25592536;-18,26625;-104,3530284;-5,784008726;1,702501954;-3,948842578;-16,72294726;-24,96527148;-41,64073829;-135,9744141;2,438502344;-0,612780859;-0,641754692;-4,196013672;-4,814470703;-3,794873047;-2,842865235;3,373680859;-3,93603125;-15,62627539;-6,098128907;1,412099219;-16,12888949;-17,60132031;-5,793667188
;-37,91475781;-16,81950391;22,50360156;3,658628906;-25,05624414;-9,222528858;-1,059871094;0,296314453;-6,452671876;-19,44371094;1,756867022;-4,065791016;-0,533169046;-8,786597657;-75,12939161;-17,99625;-103,0981376;-5,779008726;2,332501954;-2,328842578;-16,42794726;-24,98527148;-40,88573829;-133,1744141;2,498502344;-0,457780859;-0,851123513;-4,071013672;-4,214470703;-3,794873047;-2,082865235;3,258680859;-3,51603125;-15,52127539;-5,753128907;1,602099219;-16,10620416;-17,51132031;-5,736667188
;-35,01475781;-15,26450391;27,40360156;4,083628906;-24,28624414;-8,312912478;-0,524871094;1,971314453;-4,932671876;-18,55371094;2,091867022;-3,085791016;-0,178169046;-7,136597657;-72,74114006;-17,23625;-102,2150663;-5,335008726;3,562501954;-0,308842578;-15,83794726;-23,99527148;-39,78073829;-130,0244141;2,923502344;-0,112780859;-0,22301705;-3,491013672;-3,924470703;-3,554873047;-0,332865235;4,503680859;-1,33603125;-13,82627539;-4,963128907;1,802099219;-15,19122926;-16,49132031;-5,478667188
;-36,01475781;-15,05450391;25,05360156;3,413628906;-24,46624414;-9,133982131;-0,764871094;1,196314453;-5,692671876;-18,65371094;1,896867022;-3,265791016;-0,283169046;-8,226597657;-73,23681491;-17,44625;-100,7277884;-5,366008726;2,312501954;-0,688842578;-16,06794726;-23,82027148;-39,99073829;-130,5744141;2,338502344;-0,367780859;-0,385859467;-3,276013672;-3,594470703;-3,594873047;-1,202865235;4,593680859;-2,01603125;-13,87627539;-5,488128907;1,747099219;-15,0853644;-16,98132031;-5,377667188
;-37,56475781;-15,76450391;24,55360156;1,658628906;-24,84624414;-9,769908627;-0,974871094;0,566314453;-5,942671876;-19,76371094;1,806867022;-3,665791016;-0,353169046;-8,956597657;-75,80531186;-18,06625;-102,3080212;-5,540008726;2,882501954;-0,258842578;-16,60294726;-24,34527148;-40,04073829;-135,7744141;2,203502344;-0,517780859;-1,772346325;-3,676013672;-3,804470703;-3,639873047;-2,222865235;3,743680859;-2,83603125;-14,54627539;-6,103128907;1,512099219;-16,04570995;-17,63132031;-5,443667188
;-34,71475781;-14,94950391;27,50360156;2,948628906;-24,62624414;-8,168017833;-0,689871094;1,496314453;-4,842671876;-18,82371094;2,391867022;-2,955791016;-0,048169046;-7,446597657;-73,95779651;-17,72625;-99,70528485;-5,385008726;3,412501954;-0,128842578;-15,93794726;-23,69527148;-39,39073829;-129,2744141;2,343502344;-0,122780859;-1,62113551;-2,926013672;-3,884470703;-3,254873047;-0,682865235;4,093680859;-1,51603125;-13,60627539;-5,828128907;1,672099219;-14,96437598;-16,70132031;-5,322667188
;-32,76475781;-14,50950391;27,35360156;3,178628906;-24,72624414;-7,765532709;-0,609871094;1,451314453;-4,552671876;-16,73371094;2,726867022;-2,475791016;0,101830954;-7,456597657;-72,78620141;-15,75625;-98,49687154;-5,463008726;4,032501954;0,861157422;-15,02794726;-23,03027148;-38,92073829;-128,2244141;2,423502344;-0,257780859;-1,535061661;-2,966013672;-3,969470703;-2,844873047;-0,392865235;3,158680859;-1,10603125;-13,02127539;-7,003128907;0,997099219;-15,03243197;-16,21132031;-5,239667188
;-33,41475781;-14,87450391;24,45360156;3,193628906;-24,86624414;-8,779795222;-0,674871094;0,501314453;-5,652671876;-16,54371094;2,286867022;-2,865791016;-0,028169046;-9,276597657;-74,04791921;-16,00625;-99,00812333;-5,691008726;4,452501954;-0,558842578;-15,26794726;-23,18527148;-38,74073829;-124,7244141;2,193502344;-0,462780859;-1,002334328;-3,371013672;-3,739470703;-2,809873047;-1,022865235;2,268680859;-2,46603125;-13,18627539;-7,703128907;0,677099219;-15,71299181;-16,59132031;-5,302667188
;-32,06475781;-14,43450391;24,70360156;3,768628906;-24,13624414;-8,103620214;-0,439871094;-0,008685547;-5,152671876;-16,01371094;2,471867022;-2,315791016;0,096830954;-7,836597657;-72,38064926;-15,45625;-97,70675515;-5,709008726;5,142501954;0,391157422;-14,85794726;-22,56027148;-38,58073829;-120,1244141;2,418502344;-0,357780859;-1,595545988;-3,081013672;-3,669470703;-2,784873047;0,327134765;2,203680859;-2,09603125;-13,05127539;-7,748128907;0,512099219;-15,42564432;-16,12132031;-5,264667188
;-30,11475781;-15,18950391;25,80360156;3,373628906;-23,78624414;-7,44354461;-0,344871094;-0,098685547;-4,742671876;-15,93371094;2,761867022;-2,410791016;0,221830954;-7,046597657;-71,47942226;-15,30625;-96,59129671;-5,767008726;5,272501954;-0,478842578;-14,40794726;-22,36527148;-38,19073829;-120,1244141;2,518502344;0,162219141;-1,851441213;-2,911013672;-3,384470703;-2,824873047;1,167134765;2,408680859;-1,44603125;-12,77627539;-7,078128907;0,457099219;-15,90203621;-15,26132031;-5,244667188
;-31,16475781;-15,97950391;22,15360156;2,568628906;-24,10624414;-8,143868726;-0,669871094;-1,263685547;-5,422671876;-16,92371094;2,366867022;-3,200791016;0,101830954;-7,996597657;-72,02015846;-16,17625;-97,66027771;-5,912008726;4,262501954;-0,918842578;-14,95794726;-22,91527148;-38,49073829;-120,6244141;2,018502344;-0,082780859;-2,156189164;-3,426013672;-3,499470703;-3,049873047;0,317134765;1,263680859;-3,11603125;-13,37627539;-7,573128907;0,047099219;-16,30281034;-15,74132031;-5,286667188
;-28,31475781;-17,08950391;24,20360156;2,163628906;-23,81624414;-7,57233985;-0,554871094;-1,123685547;-5,062671876;-16,65371094;2,631867022;-3,370791016;0,121830954;-8,286597657;-70,57819526;-15,72625;-96,77720645;-5,919008726;4,892501954;-1,028842578;-14,76794726;-23,37527148;-34,89073829;-117,9744141;1,963502344;-0,092780859;-2,009630989;-3,981013672;-2,794470703;-3,079873047;0,697134765;1,618680859;-2,78603125;-13,72627539;-7,398128907;0,282099219;-17,12704392;-16,02132031;-5,366667188
;-28,46475781;-17,35450391;24,70360156;2,238628906;-23,53624414;-7,628687767;-0,444871094;-0,618685547;-4,822671876;-15,99371094;2,756867022;-3,435791016;0,191830954;-8,986597657;-70,57819526;-14,54625;-96,68425158;-5,760008726;5,362501954;-0,238842578;-14,33794726;-22,68027148;-34,75073829;-119,0744141;2,033502344;-0,077780859;-2,014283629;-2,836013672;-2,729470703;-3,164873047;0,447134765;1,983680859;-2,47603125;-12,97127539;-7,633128907;0,352099219;-17,1346057;-16,54132031;-5,218667188
;-28,76475781;-17,00450391;24,15360156;2,703628906;-23,51624414;-7,395246395;-0,324871094;-0,318685547;-4,822671876;-15,67371094;2,866867022;-3,220791016;0,346830954;-8,546597657;-70,03745906;-14,67625;-97,05607106;-5,755008726;5,482501954;-0,408842578;-14,42794726;-22,79527148;-34,63073829;-117,9744141;2,013502344;0,092219141;-1,695577758;-2,416013672;-2,809470703;-2,804873047;1,817134765;2,498680859;-2,30603125;-13,48127539;-7,678128907;0,407099219;-16,55991072;-16,62132031;-5,119667188
;-27,96475781;-16,65950391;26,35360156;3,193628906;-22,92624414;-6,582226445;-0,104871094;0,196314453;-4,512671876;-14,72371094;3,266867022;-2,450791016;0,066830954;-8,176597657;-69,04610936;-15,25625;-97,28845823;-5,567008726;5,592501954;0,971157422;-14,43794726;-21,75527148;-34,86073829;-117,7744141;2,233502344;0,212219141;-1,293124357;-1,941013672;-2,854470703;-2,749873047;2,917134765;3,068680859;-1,43603125;-14,68627539;-7,228128907;0,502099219;-15,71299181;-15,46132031;-5,014667188
;-27,51475781;-16,42950391;25,80360156;3,168628906;-22,82624414;-6,509779123;-0,149871094;0,471314453;-4,472671876;-14,51371094;3,416867022;-2,305791016;0,126830954;-7,716597657;-68,23500506;-15,22625;-97,05607106;-5,549008726;5,242501954;0,981157422;-15,18794726;-21,59027148;-34,70073829;-117,6244141;2,318502344;0,202219141;-1,71651464;-1,966013672;-2,924470703;-2,569873047;2,837134765;3,078680859;-1,35603125;-14,42627539;-7,118128907;0,572099219;-16,02302462;-15,89132031;-4,893667188
;-26,96475781;-17,03950391;24,00360156;3,318628906;-22,82624414;-7,057158891;-0,469871094;-0,348685547;-4,372671876;-14,35371094;3,266867022;-2,920791016;0,261830954;-8,186597657;-68,64055721;-15,41625;-99,37994281;-5,516008726;5,362501954;1,241157422;-15,42794726;-21,64527148;-33,98073829;-118,1244141;2,058502344;0,222219141;-2,409758069;-2,206013672;-2,819470703;-2,754873047;1,027134765;2,533680859;-2,02603125;-14,56627539;-7,193128907;0,382099219;-15,70543003;-16,05132031;-4,904667188
;-24,66475781;-17,03950391;27,85360156;5,198628906;-22,09624414;-5,173528511;-0,019871094;1,501314453;-3,152671876;-13,75371094;4,021867022;-1,110791016;0,561830954;-6,926597657;-64,08936086;-13,94625;-95,42936083;-5,192008726;6,192501954;2,871157422;-14,62794726;-21,19027148;-33,38073829;-115,6744141;2,388502344;0,877219141;-1,013965929;-1,076013672;-2,769470703;-2,644873047;1,917134765;4,093680859;0,34396875;-13,15127539;-6,538128907;0,687099219;-14,69971382;-14,49132031;-4,916667188
;-24,66475781;-17,03950391;29,90360156;5,113628906;-21,97624414;-4,851540412;0,195128906;2,031314453;-3,042671876;-12,27371094;4,391867022;-0,940791016;0,516830954;-6,336597657;-64,67515841;-13,62625;-94,592767;-4,841008726;6,432501954;4,101157422;-14,65794726;-21,01027148;-33,02073829;-112,1244141;2,533502344;1,002219141;-0,990702727;-1,166013672;-2,879470703;-2,634873047;1,727134765;4,888680859;1,17396875;-12,42127539;-6,003128907;0,862099219;-13,52007677;-13,92132031;-4,919667188
;-25,31475781;-17,04450391;30,30360156;4,348628906;-22,62624414;-4,932037437;0,185128906;2,951314453;-3,022671876;-12,51371094;4,246867022;-0,335791016;0,456830954;-6,436597657;-65,12577191;-11,72625;-93,98856035;-4,708008726;6,642501954;4,481157422;-13,77794726;-20,48527148;-33,86073829;-114,8244141;2,853502344;1,002219141;-1,314061239;-1,121013672;-3,449470703;-2,534873047;2,207134765;5,583680859;1,78396875;-11,85127539;-5,353128907;1,132099219;-13,46714434;-13,93132031;-4,822667188
